	cpg36121529	cpg46706185	cpg67875497	cpg30829201	cpg57290841	cpg62583169	cpg51998513	cpg73167825	cpg78460153	cpg41413857
GSM212364	0.07813270946565153	0.6218709387389926	0.23445460430885598	0.533937898749283	0.3107396749842209	0.4199405207364705	0.40652073501841934	0.4230801774205082	0.20272829234296402	0.2777469248750477
GSM217645	0.48918975276150695	0.642378893584597	0.07695692039156957	0.4577960687729432	0.4343337532404673	0.4355927524025039	0.43057153232497924	0.9900139017411866	0.679929374216484	0.1678403570259555
GSM222926	0.3535537443359118	0.785998814570734	0.15755958829620842	0.5076604769155514	0.2136588667512654	0.44041381601646995	0.6254656754858836	0.36803958996314556	0.4676165097220529	0.30128206846603595
GSM228207	0.22407960465510146	0.5254761527422177	0.17111064349304284	0.48447352022140705	0.18800301660548804	0.6666468583703901	0.4165081232916774	0.44389762721836584	0.533949311126415	0.2285222430849156
GSM233488	0.35833610744848987	0.9494481587700656	0.38614029454814414	0.503527123697634	0.2484894864650903	0.5255123710638359	0.3108645732505959	0.2903530822473953	0.604846672062251	0.2569193884583851
GSM238769	0.10712515646132828	0.7108007385529834	0.2541618348078407	0.3651889113715161	0.06760073103821576	0.5238033569382218	0.43997390442088286	0.4916023993467839	0.7090996727805383	0.6576134077435065
GSM244050	-0.19488733096033278	0.5844006427737737	0.2488190004328843	0.5818175972745501	0.25199946728980827	0.5841252078047053	0.4951001455904116	0.2657288077967754	0.6761424641098686	0.2920198345795861
GSM249331	0.10714665214066355	0.5159620675269347	0.07785486386832981	0.5256997092716398	0.29833982353845234	0.6111097293367098	0.540268141806968	0.427886678488289	0.8848597485488432	0.12399405311349548
GSM254612	0.24590393882466033	0.7813386650245229	0.33894268914812387	0.39421821528776546	0.20243102010428576	0.646579684678914	0.5582354647897674	0.660579367053516	0.22913158377881737	0.321316274073072
GSM259893	-0.06734614496495084	0.6675335515917695	0.17227173284302832	0.4138518770670515	0.19230678654133254	0.5283162580053677	0.41893922994566885	0.5434781649300819	0.5874462718526232	0.18283621376698572
GSM265174	0.18407146716733075	0.5841233960046683	0.275356889121374	0.26472489436918467	0.2763520541831962	0.5533292683610663	0.510581482242135	0.5143363881470144	0.5006214483818757	0.5076971319320317
GSM270455	0.2978853769541817	0.4157629509097148	0.22442749085433225	0.470559918916045	0.21442953163273892	0.7199095737372225	0.6236460049647633	0.43944296689422385	0.5422902558869109	0.1264677124507793
GSM275736	0.029556054908939255	0.8849825005495948	0.11010256830688868	0.4722499580588909	0.16107960105389058	0.48654199227785844	0.5524822078296795	0.6598333542374815	0.5450406390397476	0.34178539893519766
GSM281017	0.2209290737688875	0.8316850323785955	0.1029626499313404	0.5394858671145423	0.2648929435421443	0.611910573547345	0.37191909761159037	0.5831363276012951	0.5736107732884619	0.3651353706652216
GSM286298	0.2981728258704186	0.7059260181011515	0.1918184512141947	0.157926440151132	0.3048953495828231	0.4118060324378314	0.2844553946414039	0.5503963589035987	0.7105594084062428	0.3542913966399492
GSM291579	0.17095626829355987	0.47614523957621857	0.2564443681618539	0.20686087963600253	0.19391440220817927	0.7143981937451047	0.4282716428999168	0.5007294118257684	0.5199899538496714	0.30586070523036785
GSM296860	0.5036929798427833	0.7289487452255858	0.33915110091876544	0.5930928675375324	0.18213768066971658	0.394702173354788	0.39697589535594924	0.6986257403018413	0.07341241699384776	0.13526994657418337
GSM302141	0.0658993128104218	0.7503480453707051	0.21557301934684323	0.5877641253811366	0.13544218804546057	0.8090725462859732	0.6193237766406932	0.3241625165528708	0.2355606940720097	0.31789408124971463
GSM307422	0.2406970721635316	0.5917209874902455	0.15670019474692676	0.5145770483482088	0.1614523086606317	0.3921582999037451	0.5822444771749395	0.7807996414416012	0.45315239038161303	0.31201005238370905
GSM312703	0.17950192884715213	0.7330531651405807	0.1325715950916897	0.34587196438494605	0.24525302417415107	0.32478287947942797	0.4792404489104469	0.5351851588151446	0.8398295406979168	0.47311606175184495
GSM317984	0.24947747101361745	0.7084962264037197	0.2255122244339989	0.4809811034329606	0.059402701181085676	0.7351311166813093	0.3068420422696736	0.37768451970061323	0.12686531423280983	0.43413625006906914
GSM323265	0.14697763146142656	0.7691268736010398	0.19957089199717296	0.6838132424083063	0.18684474943477253	0.5566520476100287	0.42880379869742075	0.7934481466624685	0.7978202975677058	0.3439881722078962
GSM328546	0.3195445193237573	0.7589386575805948	0.21068353438079268	0.5167330230906172	0.12086605308627957	0.7183212909852077	0.47506277506713723	0.6232258995510063	0.4789601440447004	0.41432612018818926
GSM333827	0.3056521397925017	0.42740261003651064	0.25913980370259415	0.46338588311189266	0.2130202445768641	0.5178195872584516	0.5227736458515165	0.6124499196811718	0.5364064270439916	0.13779693854256955
GSM339108	-0.00345746441987127	0.555658031436229	0.28658500095424655	0.4405679372980419	0.37040079646194507	0.24069889311645631	0.630138269383645	0.585349951401572	0.2984485676578785	0.25168097795321476
GSM344389	0.07648056757084824	0.4801401037990803	0.2502987585418326	0.33488889991718995	0.23230864025223324	0.7079364379345786	0.44222174287349497	0.383678571575937	0.9046111741197291	0.4439487452765354
GSM349670	0.04817475097611784	0.7673267512070377	0.31221005058475865	0.522812881535447	0.290111872733934	0.746800821059458	0.4657513445944626	0.7314642707490672	0.8474681196255134	0.44814044893199756
GSM354951	0.23108732009174826	0.49370901029001385	0.32475635061789376	0.7424720197298449	0.18041567608547224	0.5970589495949767	0.45202913986383086	0.46732751872753486	0.7909035939574923	0.3963144031277511
GSM360232	0.24895016418535632	0.5326203260807155	0.11551292863214524	0.4280068508752081	0.04464615692808582	0.5670626204388362	0.6304203601509478	0.17914974346391788	0.5515195122600198	0.2484800360818616
GSM365513	0.35311270410541284	0.617157613203846	0.14101392537341695	0.4662668962900166	0.25031305333555603	0.3749308514556754	0.5232335758320902	0.4422929948040898	0.013372491285229049	0.2925019593611947
GSM370794	0.34561673019608685	0.519703595250187	0.15660510907332834	0.5561605632532464	0.07407772195399082	0.31125754988027754	0.4819030405021268	0.4791006262723101	0.5532061278597173	0.24672730459298042
GSM376075	0.28282502853775743	0.5644847465916433	0.11959767068438001	0.3480903157886358	0.2939505775800651	0.3455229156039201	0.41541826833208634	0.7434262643107153	0.7641126696943941	0.08572650434781545
GSM381356	0.242388634075678	0.8841932429920996	0.2557905297181535	0.5626828896882916	0.10834931830816336	0.27621752967373525	0.4513525932123374	0.43431480222631513	0.6255857666053597	0.3194045415172049
GSM386637	0.2608861640096547	0.5242117276185844	0.2776986153509021	0.5005857730270297	0.08542742683258038	0.6442193932693665	0.6011687281273661	0.4121701135497087	0.7107592831665651	0.3207465398058342
GSM391918	0.38344842069872953	0.6941333812766917	0.160299308305249	0.37166106760392237	0.19386537022534137	0.5403508287739236	0.606168156763018	0.6775510986787675	0.6400994438825106	0.3259386714826119
GSM397199	0.015479047483291042	0.6050933883475619	0.2620080234498119	0.5037643978921157	0.12367720911398347	0.5866214761111274	0.5361252586069187	0.8690491062053546	0.32231802476308025	0.26695984140687823
GSM402480	0.11957917150788729	0.8967179573716081	0.34239445695155635	0.6787200895771985	0.21022805558741806	0.4421358659805003	0.5818668854582076	0.6880584587005807	0.5455013667054727	0.2549574983695092
GSM407761	-0.0009957715656746524	0.8641878717205389	0.12635184876991237	0.4494450756048948	0.26636959565429125	0.5064904709190482	0.28428062178411156	0.6525627703492386	0.574854860293229	0.21515582499247746
GSM413042	0.6341535180237221	0.8059333140591068	0.12949246542507226	0.34923862653411003	0.3276185376469696	0.4124147436116982	0.5690902901731174	0.6122020286826407	0.30735532263944804	0.2301443264503695
GSM418323	0.25983907683276564	0.5139693646290371	0.16796343539867353	0.5758032100357864	0.16830533524064828	0.8264342248226791	0.495376860808424	0.49368187112076123	0.4483259196433401	0.2342848837366957
GSM423604	0.12224293097037353	0.5904554179276956	0.13932854539220726	0.40522053434791977	0.14741909635050932	0.4512775837508582	0.4067735170089653	0.5628754932241632	0.6296316058121608	0.17554479136429874
GSM428885	-0.059947059823105664	0.5817911951265834	0.13248661575286388	0.6064663328694593	0.23726184453011775	0.35980235921619896	0.4586578544258852	0.8881244743560669	0.5539063883680531	0.3867160180417182
GSM434166	0.031387732748691444	0.4074347435983733	0.138530026096573	0.4673881156363593	0.11358913130525071	0.6578548037454127	0.6003824625606883	0.7039844442301986	0.2628662587525695	0.44370016188406197
GSM439447	0.1343741175036773	0.7622096136008524	0.3545179709759392	0.6288969089380206	0.21046014992614656	0.4162353468744887	0.5182371131561013	0.6001157645319368	0.5363074087270223	0.3969677841304493
GSM444728	0.4000588791632501	0.6733451685402969	0.25367752614914846	0.4842115273192668	0.18977041288644408	0.32436061599859506	0.5292072520344785	0.40098424472034505	0.8374797504603138	0.30249953320259637
GSM450009	0.41413318931733045	0.7577802799429219	0.30586706890215687	0.4238987914908468	0.26740897550652953	0.626252338093367	0.6244301208830573	0.5481931227820395	0.2539057661890324	0.16120213711064196
GSM455290	0.3797739659670961	0.7221357216080906	0.260281633030969	0.5272379744770015	0.29406327529352183	0.35613248967026184	0.45275773734647917	0.604586319726443	0.45253047192141715	0.248109787145129
GSM460571	0.1791405487979165	0.5829483972742012	0.11813645677910387	0.47655363043431354	0.1291500629196481	0.6165247256796693	0.4538144184670667	0.7535874663039938	0.8097462455145509	0.2930333660582668
GSM465852	0.058719321275676556	0.4553263717080623	0.07911517409891895	0.38284716946473835	0.15025367958071595	0.5745057884704609	0.3767736061255549	0.6720028600223937	0.5101471970126086	0.2625934819514538
GSM471133	0.45295630424432787	0.5831609572158225	0.03701606520330669	0.48551479415474996	0.17592077214437518	0.5793173380677517	0.13271003418397226	0.5762010243403303	0.5775011567614221	0.27655175086727846
GSM476414	0.29289468031698124	0.6409119835993691	-0.012470140694612025	0.37576314375562414	0.39815592541293676	0.7981692568313783	0.6591516543297369	0.611011467509934	0.7172161743756077	0.24812334684330123
GSM481695	0.19922235981672634	0.4917436883650842	0.03264909312883654	0.33836493452331745	0.1327260660763459	0.5541743604510053	0.5132564586920928	0.7527545099388535	0.7674196775104651	0.3355440186215035
GSM486976	0.15349703627217717	0.4951092884266636	0.22669024829959095	0.514549253874898	0.28699389987112783	0.6641256179788447	0.5199096524493322	0.5791770349290302	0.605074222541627	0.3680982107407138
GSM492257	0.3286090767762664	0.9257579025407375	0.2173036546329559	0.5041845400209126	0.2506437814042631	0.5024196825815801	0.5297649433388406	0.4442652130205025	0.5605045498275572	0.2383875103325431
GSM497538	0.087101397121729	0.8603897278789762	0.18599038869604068	0.6543174456093153	0.345296191065198	0.7243150189145267	0.5049544831704177	0.21868812688006262	0.7219997388558875	0.49899117392260955
GSM502819	0.10044024790757825	0.6600594817932475	0.19661265403902342	0.3919233706414798	0.35898176893875655	0.531781695114297	0.5747764911458006	0.7006231474573631	0.8718555490843451	0.39632713517510754
GSM508100	0.1452237789459493	0.9880777335949316	0.17389018622875657	0.4994960624800563	0.22748766313934363	0.31484367118465306	0.5627627804400159	0.6537618411793961	0.5197348049006436	0.36448148213703213
GSM513381	0.41417539955098437	0.7937229691250525	0.09126369704236702	0.3991659138891675	0.19145340640303324	0.23539102520194238	0.5045758912352953	0.6339971476112706	0.24090556774335325	0.37269578070245496
GSM518662	0.20579147790501107	0.6011739298108852	0.2961661406338453	0.5853203240419569	0.3746099123365477	0.4857633435846279	0.5064128318820904	0.44623663099066974	0.5385829232208744	0.199199412505575
GSM523943	0.30747783017695896	0.6151696717228146	0.20225138511328283	0.5788693103682749	0.09250203783380327	0.513991766330684	0.48632165946887035	0.7569693634629251	0.5664676118831625	0.35035105269793404
GSM529224	0.4360663817996653	0.6596307413999407	0.2258442282415044	0.5321596568594529	0.30503348278483144	0.743949964528196	0.4586742260393734	0.29094415862242395	0.668350862641061	0.284365320420482
GSM534505	0.12268617474709578	0.6419469038932555	0.06353340910814195	0.6959020872945689	0.18419766105161775	0.4176087055884562	0.4583620920756939	0.6101157930408446	0.09502401456235249	0.2720799901174232
GSM539786	0.07248768240674186	0.9199025501793013	0.0693682389321418	0.6381138086127033	0.291515840773901	0.5368850064808234	0.42561261853535065	0.5504649016885569	0.3642819474539798	0.34799848032708214
GSM545067	-0.023670591871948615	0.6139998569644435	0.28335161557298233	0.44889484238615635	0.17779739716632714	0.3828230963282152	0.47176950141752555	0.643997457992384	0.27349696968146786	0.2973126303280246
GSM550348	-0.010879936534003043	0.6588399723278089	0.25835590805976977	0.5640880561562226	0.12384307702701458	0.8680948160251706	0.6681922396452145	0.5383133949733372	0.03331962306046027	0.4553641954119243
GSM555629	0.34472808005840616	0.5045507047734493	0.29844610291568496	0.4672850182985293	0.41257399669253075	0.4404126171060522	0.5327232043293892	0.6038549062489749	0.3899858751836296	0.46498096775364683
